id,adi,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
6718,MUSTAFA,TANK,mustafa.tank62@gmail.com,5485217759,1985-06-16,15,t,86654568455,1
6719,HÜSEYİN,YENİGÜN,hüseyin.yenigün91@gmail.com,5366215290,1992-11-26,19,t,40075101282,1
6720,METİN,ASKAN,metin.askan79@gmail.com,5506014312,1992-06-13,34,t,90348803200,8
6721,KÜBRA,ŞENALP,kübra.şenalp30@gmail.com,5368002262,1999-02-27,5,f,75419237181,0
6722,VAHDETTİN,KAHRAMAN,vahdettin.kahraman70@gmail.com,5305055851,1988-05-20,60,t,56265326004,1
6723,Savaş,TEKİNALP,savaş.tekinalp70@gmail.com,5304527194,2003-06-02,34,t,86123567184,3
6724,ALAATTİN,BİLGEHAN,alaattin.bilgehan90@gmail.com,5311736658,1983-09-18,6,t,34040281489,1
6725,ZAFER,ÇELEBİOĞLU,zafer.çelebioğlu19@gmail.com,5325631201,1983-04-02,34,t,14729452515,5
6736,Fatmasu,TERZİ,fatmasu.terzi27@gmail.com,5372623956,1982-06-13,1,f,21659605321,0
6737,Dılala,DEDEKLİ,dılala.dedekli90@gmail.com,5505925877,1993-07-08,11,f,85928696638,0
6885,GÖKHAN,Y,gökhan.y74@gmail.com,5386515988,1995-06-18,34,t,40510523250,1
6886,YASEMİN,PARILTI,yasemin.parıltı36@gmail.com,5446610428,2003-02-26,81,f,72825480291,1
6887,ÖZLEM,ÖZTÜRK,özlem.öztürk71@gmail.com,5407412360,1991-09-27,34,t,70600998325,6
6888,İSMET,QADERİ,ismet.qaderi41@gmail.com,5455794858,1982-11-26,67,t,72599999933,7
6889,FAZIL,Y,fazıl.y56@gmail.com,5418123630,1984-04-12,34,t,96410654762,1
6890,MİNE,Y,mine.y38@gmail.com,5547223211,1989-04-19,34,f,20533884967,1
6891,SELİN,AL-ABDULRAZZAQ,selin.al-abdulrazzaq25@gmail.com,5481968448,1999-08-23,34,f,70825230149,1
6892,SEVTAP,USLU,sevtap.uslu23@gmail.com,5383705299,1997-08-28,34,f,23055984778,1
6897,ŞEYDA,AYDINER,şeyda.aydıner33@gmail.com,5503495154,1998-08-04,34,f,93813977059,5
6898,BARRY ROBERT,MAİREBA,barry robert.maireba27@gmail.com,5426171752,1987-03-13,34,t,76326034620,3
6899,MÜNİR,BATUR,münir.batur14@gmail.com,5325917997,2002-12-08,48,t,46397747109,1
6900,MELODİ,AKGÜL,melodi.akgül64@gmail.com,5561548805,1988-08-05,35,f,86409756841,1
6901,MEHMET İZZET,ÖZTİMUR,mehmet izzet.öztimur24@gmail.com,5303930612,1988-01-01,6,t,84800776375,5
6902,Nesrin,KAYA,nesrin.kaya82@gmail.com,5507094280,1996-08-08,16,f,58320200477,1
6903,Nevin,SHAJIDA,nevin.shajıda71@gmail.com,5453515282,2002-02-23,34,f,72288318740,7
6905,SERKAN,SOY,serkan.soy21@gmail.com,5436725615,1981-06-19,20,t,49677165329,1
6906,İSMAİL,YILDIRIM KAYA,ismail.yıldırım kaya40@gmail.com,5545828198,1984-10-14,1,t,52040928988,0
6907,Adnan Veysel,HADZHIEVA,adnan veysel.hadzhıeva11@gmail.com,5498959250,2002-03-01,56,t,90190497192,1
6908,NURGÜL,UZUNOĞLU,nurgül.uzunoğlu15@gmail.com,5557324161,2002-05-07,6,f,66586645865,7
6909,AŞKIM NURDAN,GENÇAL,aşkım nurdan.gençal11@gmail.com,5541556765,2001-06-16,34,f,90827509215,7
6912,MELİKE AYŞE,KARAHASANOĞLU,melike ayşe.karahasanoğlu99@gmail.com,5491369722,1991-07-19,34,f,60245259667,1
6914,ÜMİT,KISKAÇ,ümit.kıskaç13@gmail.com,5422723218,2002-03-01,10,f,97373072921,0
6915,ERKAN,ÖZER,erkan.özer40@gmail.com,5355883358,1995-12-23,10,t,35442505231,1
6916,AYNUR,KARAHAN,aynur.karahan49@gmail.com,5318048528,1999-04-12,34,f,68434802648,0
6917,BEGÜM İREM,WASEEM,begüm irem.waseem30@gmail.com,5478835417,1989-01-20,34,f,85097774129,1
6918,GÜL,SADAS,gül.sadas63@gmail.com,5401785423,1985-06-11,10,f,37810285763,0
6919,AYDIN,TEMÜR,aydın.temür15@gmail.com,5363955737,1998-06-02,6,t,75525820961,0
6920,MEHMET,BAŞ,mehmet.baş56@gmail.com,5504813647,1989-10-26,42,f,68181668583,0
6921,ŞENAY,ACAROL,şenay.acarol19@gmail.com,5586589157,1998-10-23,34,f,14568692287,0
6922,Elif,TOLUNGÜÇ,elif.tolungüç55@gmail.com,5312875331,1998-06-26,28,f,67783398848,0
6923,MURAT,KOLAY,murat.kolay55@gmail.com,5371373544,2002-04-22,65,t,21915588122,2
6924,YİĞİT EMRE,FARAH,yiğit emre.farah44@gmail.com,5365904503,2001-12-26,34,t,82391460704,0
6925,ALPER,AYDEMİR,alper.aydemir12@gmail.com,5382309220,1991-12-19,34,t,83061326472,0
6926,SÜMEYRA,GENÇ,sümeyra.genç80@gmail.com,5563980683,1983-06-12,53,f,30905854838,0
6928,Ümit,ÇIKIKÇI,ümit.çıkıkçı93@gmail.com,5307594176,1988-12-23,58,t,82108798978,0
6929,Fuat,MARMARA,fuat.marmara40@gmail.com,5585023346,1994-09-06,23,t,21857473605,0
6931,ELANUR,ŞENOL,elanur.şenol31@gmail.com,5335298357,1996-12-02,44,f,56879800982,0
6932,BERNA,ÜNAL,berna.ünal32@gmail.com,5488496471,1995-10-04,34,f,35501431483,0
6933,ELİF,ERDEM,elif.erdem54@gmail.com,5385089527,1995-06-18,34,f,41559301687,0
6934,MUHAMMED,ESEN,muhammed .esen54@gmail.com,5501190446,1984-11-12,41,t,19953533713,0
6935,GÜLİZAR GÜLENAY,CELAYİR,gülizar gülenay.celayir65@gmail.com,5528224862,1984-01-19,1,f,26003980655,0
6937,ÖMER FARUK,MIHCI AYDIN,ömer faruk.mıhcı aydın10@gmail.com,5383679516,1998-03-24,61,t,58790972998,0
6938,Zahide,YUSUFOĞLU,zahide.yusufoğlu47@gmail.com,5394966385,1988-02-18,34,f,71435814071,0
6939,Muhammed Taha,KÜÇÜKGÖKSU,muhammed taha.küçükgöksu87@gmail.com,5399121794,1985-09-06,4,t,94531902851,0
6942,Fatih Rüştü,DEMİREL,fatih rüştü.demirel27@gmail.com,5365102355,1982-12-18,71,t,81343172881,0
6944,MUSTAFA YİĞİTHAN,TANER,mustafa yiğithan.taner40@gmail.com,5308583350,1994-09-02,52,t,60933176790,0
6945,Aslı,CICEK,aslı.cıcek51@gmail.com,5404362481,1984-01-19,34,f,23089392327,0
6946,Hatice,Y,hatice.y12@gmail.com,5323696197,1999-07-05,54,f,17791775442,0
6947,Nurettin,ATASEVEN,nurettin.ataseven98@gmail.com,5496319833,1982-06-02,34,t,81700358480,0
6948,Enes,PEHLİVANOĞLU,enes.pehlivanoğlu57@gmail.com,5577510419,1999-07-24,34,t,16102218685,0
6951,Erdal,DEMİRCİOGLU,erdal.demircioglu87@gmail.com,5563850689,1982-04-25,34,t,26370304930,0
6952,GÖRKEM,DEMİRCİ,görkem.demirci38@gmail.com,5428303261,1984-05-05,16,t,67382331762,0
6953,Soner,ÇELEBİ,soner.çelebi16@gmail.com,5608574457,1989-01-08,34,t,49675572744,0
6954,Ceyhun,UZUN,ceyhun.uzun38@gmail.com,5387797373,1999-01-17,59,t,68670575949,0
6955,Ezgi,ÇEÇEN,ezgi.çeçen34@gmail.com,5343472168,1989-03-19,34,f,62166508842,0
6956,Beris Begüm,ÖZKANCA,beris begüm.özkanca31@gmail.com,5529018199,1992-04-28,59,f,58123132168,0
6958,Fatma,TÜZ,fatma.tüz60@gmail.com,5353393567,1982-03-07,55,f,64707139211,0
6959,Tuğçe,ÖZBAY,tuğçe.özbay59@gmail.com,5572534723,1986-05-17,74,f,82109094371,0
6960,Hürü,ENER,hürü.ener34@gmail.com,5389085418,2002-07-16,1,f,31701649087,0
6961,Yusuf,DİNÇER,yusuf.dinçer55@gmail.com,5555940718,1984-03-14,6,t,31689788170,7
6963,Mehmet,CHALİLOGLU,mehmet.chaliloglu33@gmail.com,5404726881,2000-05-18,2,t,13439943946,0
6965,Burak,KILIÇ,burak.kılıç93@gmail.com,5473499549,1999-09-22,34,t,12517653691,0
6966,Sibel,GÜVENDİK ALI,sibel.güvendik alı73@gmail.com,5412940682,1996-02-04,34,f,59743889178,0
6968,MURAT,IŞIKLAR,murat.ışıklar82@gmail.com,5452037318,1993-08-21,10,t,58234561908,7
6969,AYDAN,TOKSOY,aydan.toksoy31@gmail.com,5363143620,1984-03-17,19,f,89515989692,0
6970,HAMİT SADULLAH,BAĞATIR,hamit sadullah.bağatır23@gmail.com,5548882715,2002-07-08,44,t,43639458400,0
6971,SERHAN,DURMAZ,serhan.durmaz37@gmail.com,5495366765,1987-02-08,16,t,93546404678,8
6972,FEHİME,AYDIN,fehime.aydın28@gmail.com,5378584600,1985-01-13,32,f,90392891436,0
6975,Ercan,BÜYÜKALTUNEL,ercan.büyükaltunel45@gmail.com,5417185809,1997-08-14,34,t,45905837962,0
6976,Engin,ARABACI,engin.arabacı47@gmail.com,5363750760,1981-12-01,34,t,70247198870,1
6977,Fırat,YURTCU,fırat.yurtcu23@gmail.com,5332059954,1981-11-20,67,t,33812187209,6
6979,Fatih,TAXIAJI,fatih.taxıajı28@gmail.com,5452884795,1982-09-24,8,t,95195186414,0
6980,Elif,WAISIMAN,elif.waısıman70@gmail.com,5361373205,1984-12-25,34,f,71760096943,0
6981,Ümmügülsüm,AYGAN,ümmügülsüm.aygan93@gmail.com,5383989830,1980-07-26,1,f,16053956083,0
6983,Ahmet Anıl,ULUPINAR,ahmet anıl.ulupınar68@gmail.com,5376422896,2000-12-04,34,t,28424167506,0
6984,Ali Emre,TEMEL,ali emre.temel82@gmail.com,5407912562,1983-04-09,34,t,49868835193,0
6985,Begüm,ÖNGEL,begüm.öngel66@gmail.com,5385590929,1994-05-15,34,f,56348381359,0
6986,ŞERİFE SEMA,KAVANOZ,şerife sema.kavanoz15@gmail.com,5345137625,1993-12-25,34,f,16418507597,7
6988,ELİF,TURGUT,elif.turgut63@gmail.com,5416743398,1985-11-08,34,f,18545666088,3
6989,OSMAN TOLGA,CEBE,osman tolga.cebe14@gmail.com,5557392193,2002-12-07,44,t,18435760562,1
6990,DURMUŞ,ÖZDEMİR,durmuş.özdemir85@gmail.com,5315165585,1991-08-25,79,t,23572457947,1
6991,VEYSİ TAMER,ADANIR,veysi tamer.adanır85@gmail.com,5427829292,1991-07-19,1,f,28565567326,3
6992,Elif,UYAR,elif.uyar33@gmail.com,5367171840,1987-12-25,28,f,13982260692,0
6994,Selen,Y,selen.y38@gmail.com,5478920855,2003-08-27,34,f,55419836009,0
6995,İbrahim,DIVRAK,ibrahim.dıvrak91@gmail.com,5318548950,1999-04-25,26,t,20859714612,7
6997,SÜHEYLA,Y,süheyla .y96@gmail.com,5567680495,1992-03-04,8,f,75097487184,0
6999,ÇİĞDEM,ELLİALTI,çiğdem.ellialtı30@gmail.com,5313946214,1989-05-03,6,f,30068897553,1
7000,OYLUM,Y,oylum.y81@gmail.com,5311601733,1990-04-28,34,f,64107396542,1
7001,FATMA NUR,OKAN,fatma nur.okan91@gmail.com,5557679614,1999-11-06,34,f,13188256261,7
7002,EMİNE,ER,emine.er16@gmail.com,5392366966,2003-07-23,9,f,26097656768,8
7003,MEHMET ALİ,YILMAZ,mehmet ali.yılmaz18@gmail.com,5356994181,1986-03-10,7,t,77126422958,0
7004,CENK,ÖZEN,cenk.özen72@gmail.com,5441811389,1993-10-07,34,t,30813323508,0
7005,Utku Berkay,Y,utku berkay.y57@gmail.com,5492297146,1984-08-28,34,t,66890670022,0
7006,Ziya,SAVAŞ,ziya.savaş12@gmail.com,5335694651,1998-10-16,33,t,82807421455,0
7008,Hanife,ÜLKÜ USLU,hanife.ülkü uslu79@gmail.com,5601463604,2001-05-27,37,f,33593565417,0
7009,PINAR,KOYUNCU,pınar.koyuncu96@gmail.com,5334571769,1997-02-01,52,f,40473076884,1
7010,SERKAN,GÜNDÜZ,serkan.gündüz85@gmail.com,5367080402,1994-04-06,34,t,93157028915,1
7011,İsmail Çağlar,ÖZÇELİK,ismail çağlar.özçelik59@gmail.com,5485601482,1991-05-03,19,t,78845546875,0
7012,İlknur,KIRIKKANAT,ilknur.kırıkkanat97@gmail.com,5429138736,1984-07-14,34,f,32965728657,0
7015,Burak,KURUMAHMUT,burak.kurumahmut65@gmail.com,5475773112,1994-03-06,36,t,48405616867,0
7017,Mustafa İhsan,EKİNCİ DURAN,mustafa ihsan.ekinci duran84@gmail.com,5313356391,1982-04-09,6,t,30629433599,0
7018,Hatice,PINAROĞLU,hatice.pınaroğlu81@gmail.com,5556272537,2002-05-15,34,f,86613230233,0
7020,Alican,NEBİOĞLU,alican.nebioğlu82@gmail.com,5324395120,2002-07-10,34,t,48627667310,0
7021,Sinan,DÜZ,sinan.düz49@gmail.com,5531496818,1997-09-07,75,t,71005557359,1
7024,Adem,YAHYA,adem.yahya97@gmail.com,5537524541,1993-07-12,7,t,44387985076,0
7026,Ebuzer,AKPINAR,ebuzer.akpınar75@gmail.com,5552642252,2000-02-03,34,t,86683002724,0
7028,Ezgi,YURDAKUL,ezgi.yurdakul94@gmail.com,5407171745,1999-03-14,31,f,80489629790,0
7029,Mustafa,İBRAHİMOV,mustafa.ibrahimov27@gmail.com,5543021496,2001-04-18,34,t,86820011697,0
7031,Uğur,YILDIRIM,uğur.yıldırım98@gmail.com,5481390480,2003-01-27,44,t,74752691738,0
7032,Tuğba,SAKLAKOĞLU,tuğba.saklakoğlu25@gmail.com,5386395178,1994-09-19,45,f,98986724384,0
7033,Başak,GÜVEN,başak.güven55@gmail.com,5573945983,1996-11-07,34,f,87826123147,0
7034,Tuba,ÇAĞATAY,tuba.çağatay70@gmail.com,5368145472,2001-03-25,31,f,85709257762,0
7035,Emre,KIZILÇİM,emre.kızılçim53@gmail.com,5316268312,1997-02-08,16,t,80177580229,0
7037,Zeynep,KAYRAN,zeynep.kayran13@gmail.com,5352985868,1994-07-13,34,f,15951550678,0
7038,Selim,KILIÇ,selim.kılıç22@gmail.com,5426778474,1982-08-23,61,t,20786627254,0
7040,Abdulhamit,DAĞBAŞI,abdulhamit.dağbaşı63@gmail.com,5582610244,1993-06-09,34,t,72020477009,0
7041,Gizem,DENİZ,gizem.deniz49@gmail.com,5565431713,1993-09-25,71,f,96006903930,0
7043,Gökhan,BAYRAMOĞLU,gökhan.bayramoğlu46@gmail.com,5373895153,2000-11-06,34,t,28596356681,0
7044,Hülya,ANT AKBIYIK,hülya.ant akbıyık24@gmail.com,5375718224,2003-08-02,56,f,27715086832,0
7045,Coşkun,BULUT,coşkun.bulut50@gmail.com,5416398971,1997-10-11,53,t,75656481443,0
7046,Uğur,YILMAZ,uğur.yılmaz58@gmail.com,5571460147,1990-07-06,34,t,72467765431,0
7047,HALİT,GÜVEN,halit.güven52@gmail.com,5418862543,1999-03-23,61,t,37531287722,0
7049,Aysu,ŞAHİN,aysu.şahin73@gmail.com,5582498679,1991-11-22,6,f,45427064430,0
7051,Kaplan,ÜREN,kaplan.üren96@gmail.com,5562343354,1984-09-16,34,t,49718174869,0
7052,Hakan,TOZLU,hakan.tozlu91@gmail.com,5371730388,2002-09-03,34,t,66861340803,0
7053,Emine,KIZILAY,emine.kızılay99@gmail.com,5391893911,1996-11-27,16,f,14451257070,0
7054,Tarık,YILMAZ,tarık.yılmaz29@gmail.com,5424644835,1989-02-08,34,t,87314818477,0
7055,Zeynep,TÜRKEL,zeynep.türkel32@gmail.com,5373476819,1982-05-11,26,f,54646218288,0
7056,Seda,YÜKSEL,seda.yüksel82@gmail.com,5572214154,1988-10-24,34,f,84931135639,0
7058,Burak,IŞIK,burak.ışık50@gmail.com,5585714209,1998-06-01,6,t,96749258171,0
7060,Yücel,KARADİŞ,yücel.karadiş83@gmail.com,5512452459,1989-04-15,34,t,18698211779,0
7062,Yunus,DOĞAN,yunus.doğan64@gmail.com,5415746922,1994-06-08,34,t,77876316208,0
7064,Ayçe,ALPMAN,ayçe.alpman45@gmail.com,5601060674,1994-09-12,34,f,45957172536,0
7065,Merve,ALKAN,merve.alkan18@gmail.com,5306212856,1988-06-10,41,f,57134964324,0
7066,Suzan,GÜZEL,suzan.güzel16@gmail.com,5414507735,1995-11-02,31,f,86165036055,0
7069,ESRA,DURMUŞ,esra.durmuş37@gmail.com,5343367957,1999-11-12,34,f,25777195304,0
7070,NESİBE,YARAŞ,nesibe .yaraş51@gmail.com,5499159735,1981-06-03,19,f,38791430648,0
7073,GÖKHAN,ÖZCAN,gökhan.özcan33@gmail.com,5413296485,1992-04-15,34,t,31834159453,0
7074,Muhammet İbrahim,İNAN,muhammet ibrahim.inan37@gmail.com,5526915787,1991-09-19,2,t,79885410823,0
7075,Neriman,KOÇ,neriman.koç63@gmail.com,5507380989,1990-10-11,6,f,43219825621,0
7076,Kemal Eren,ŞENYAPRAK,kemal eren.şenyaprak27@gmail.com,5467546753,1996-01-06,34,t,53826595649,0
7078,Serkan Saruhan,YİĞİTTÜRK,serkan saruhan.yiğittürk57@gmail.com,5545618654,1986-07-24,34,t,19540109586,0
7079,Zafer,YILMAZTEKİN,zafer.yılmaztekin60@gmail.com,5585164177,1987-03-15,34,t,75692711112,0
7080,ESRA,ÖZER,esra.özer37@gmail.com,5482814896,1982-07-24,51,f,32487226833,0
7081,ONUR İSLAM,SARILAR,onur islam.sarılar94@gmail.com,5597570465,1998-02-16,55,t,59770622050,0
7082,Derya,YALÇIN,derya.yalçın64@gmail.com,5366129233,1991-01-16,1,f,37377414046,0
7084,Mustafa Yiğit,TÜRKDAL,mustafa yiğit.türkdal29@gmail.com,5573365351,1989-09-18,35,t,47264215159,0
7085,Efza,GEREN,efza.geren21@gmail.com,5574733240,1993-03-07,34,f,55603347822,0
7086,Ne Muhammet,KILIÇ,ne muhammet.kılıç71@gmail.com,5476609427,1994-04-09,34,t,89231555180,0
7087,Seçil,ŞEN,seçil.şen92@gmail.com,5572265446,1983-11-08,40,f,10449207707,0
7089,Şaziye,TURAL,şaziye.tural16@gmail.com,5346847698,1991-02-10,34,f,83057291591,5
7090,Duygu,KELLECİ,duygu.kelleci60@gmail.com,5357725150,1997-10-05,34,f,50056724093,0
7091,Hatice Kübra,MURAT,hatice kübra.murat47@gmail.com,5376634896,1996-05-13,34,f,62235271813,0
7092,Metin,ŞAHİN,metin.şahin33@gmail.com,5451044759,2003-10-25,34,t,75340803109,0
7093,Beste,ÖNEL,beste.önel81@gmail.com,5607977587,1990-10-06,34,f,47925498939,0
7094,İhsan,ECİN,ihsan.ecin39@gmail.com,5381492782,1996-06-20,63,t,24893728538,0
7095,Seda,KILIÇ,seda.kılıç92@gmail.com,5403478938,1994-07-24,34,f,75374653232,0
7096,Bahar Cansu,AKOLPOGLU,bahar cansu.akolpoglu28@gmail.com,5485110462,2000-07-19,34,f,44890342891,0
7097,Zehra,SANCAK,zehra.sancak50@gmail.com,5606265653,1987-07-09,34,f,52104571623,0
7098,Volkan Hüseyin,NURDAN,volkan hüseyin.nurdan82@gmail.com,5399030168,1998-10-16,34,t,20009825249,0
7099,Yeliz,EREN,yeliz.eren68@gmail.com,5486585108,1987-06-13,34,f,92307284612,0
7100,Veysel Çağan,KARADENİZ,veysel çağan.karadeniz15@gmail.com,5443794942,1987-02-18,23,t,48907272396,0
7101,Emrah,PARLAN,emrah.parlan70@gmail.com,5332543888,1987-01-21,45,t,11050804213,0
7102,Uğur,ARSLAN,uğur.arslan22@gmail.com,5561001291,1997-07-27,17,t,28733681164,1
7103,Yeliz,YALIN,yeliz.yalın63@gmail.com,5463423532,1986-04-12,34,f,84324885858,0
7104,Orkun,ÖLÇEKCİ,orkun.ölçekci73@gmail.com,5603970909,1983-09-23,34,t,79749318360,0
7105,Mehmet,ERŞEN,mehmet.erşen62@gmail.com,5407316853,1995-07-16,34,t,27062140954,0
7106,Derya,ÇOKYAŞAR,derya.çokyaşar34@gmail.com,5401344441,1980-02-27,1,f,96334736963,0
7107,Zeynep,ATEŞ,zeynep.ateş86@gmail.com,5343584366,1994-10-22,27,f,96051111794,0
7108,İlker Bora,YARGIÇ,ilker bora.yargıç11@gmail.com,5366162349,1983-08-09,34,t,45305838406,0
7109,Mücahit Abdullatif,AZİM,mücahit abdullatif.azim76@gmail.com,5427550170,1980-01-20,34,t,50365988855,0
7110,Zeynep Özge,ÜNAL,zeynep özge.ünal22@gmail.com,5452967558,1998-02-24,34,f,77475584714,0
7111,Yenal,YIĞRIK,yenal.yığrık82@gmail.com,5596047359,1984-07-25,34,t,13945451975,0
7112,Kadir,CENGİZ,kadir.cengiz16@gmail.com,5512000962,1997-11-15,34,t,70673273981,0
7113,Ayşe Nur,SAĞIROĞLU,ayşe nur.sağıroğlu16@gmail.com,5556725617,1983-03-21,60,f,30560428800,0
7114,Leyla,ARTUK,leyla.artuk70@gmail.com,5491046330,2001-10-04,49,f,64268241446,0
7115,Eyup,TEKECE,eyup.tekece68@gmail.com,5498815207,1998-04-15,34,t,17998656071,0
7116,Alp,ASLAN,alp.aslan73@gmail.com,5432087394,2000-12-18,34,t,57704065929,0
7118,Derya,DAŞTAN,derya.daştan43@gmail.com,5534675158,1986-04-01,66,f,78434515088,0
7119,Ali,DEMİREL,ali.demirel91@gmail.com,5571634844,1985-11-02,31,t,61583351232,0
7120,Cemre,OKAN,cemre.okan21@gmail.com,5484897450,1993-01-02,34,f,30344466979,0
7121,Ahmet Furkan,KAYAN,ahmet furkan.kayan12@gmail.com,5342048151,1999-04-10,32,t,15961037659,0
7124,Yiğitcan,KİRMAN,yiğitcan.kirman32@gmail.com,5491639456,2003-12-13,34,t,53583031859,0
7125,Özlem,AFACAN ERBAŞLAR,özlem.afacan erbaşlar11@gmail.com,5567894193,2001-01-05,10,f,14999394906,0
7126,Nurhan,CEZLAN,nurhan.cezlan70@gmail.com,5546622493,1983-04-27,34,f,52532597856,0
7127,Seniha,FIRAT,seniha.fırat33@gmail.com,5396370632,1985-07-20,34,f,70820203094,0
7130,Ergin,ERŞİN,ergin.erşin87@gmail.com,5522743420,1980-02-07,60,t,21644773059,0
7131,Funda,ERGENEKON,funda.ergenekon29@gmail.com,5356099871,2003-10-18,6,f,91293234502,0
7133,Cansu,ÇUTOK,cansu.çutok59@gmail.com,5341551663,1985-06-24,59,f,74197551234,0
7134,Sezer,KARİ,sezer.kari46@gmail.com,5528263891,1984-09-11,34,t,34500092604,0
7135,Nezihe Cansu,OKUTAY,nezihe cansu.okutay79@gmail.com,5477383192,1999-02-11,34,f,83113299349,0
7137,Meray,AYNE,meray.ayne18@gmail.com,5421638999,2000-11-09,34,f,57652835637,0
7138,İrem,ÖZDEMİR,irem.özdemir74@gmail.com,5387956686,1983-04-17,51,f,66790554036,0
7139,İsa,ARSLAN,isa.arslan49@gmail.com,5404314177,1991-02-01,20,t,79237131270,0
7140,Başak,KARA,başak.kara20@gmail.com,5378890538,1988-12-10,34,f,85502617776,0
7141,Kübra,DEMİR,kübra.demir95@gmail.com,5527163695,1982-08-26,34,f,89730405985,0
7142,Fatih Ahmet,ÇUHADAR,fatih ahmet.çuhadar97@gmail.com,5327792578,1980-06-01,80,t,27238176732,0
7143,Serol,ÖZTÜRK,serol.öztürk17@gmail.com,5311455471,1987-12-22,18,t,86278210395,0
7145,Mehmet Akif,KARAKAYA,mehmet akif.karakaya99@gmail.com,5495675642,1987-10-22,25,t,90917013080,0
7146,GÖNÜL,AYAZ,gönül.ayaz70@gmail.com,5472826733,2002-10-19,61,f,63527376685,0
7147,Şeyma,AKTAŞ,şeyma.aktaş49@gmail.com,5496313726,1980-04-17,34,f,20839372872,0
7148,Volkan,OĞUZORHAN,volkan.oğuzorhan23@gmail.com,5385938845,1985-04-16,75,t,74083398721,0
7149,Buğra,ERKE,buğra.erke79@gmail.com,5452824403,1999-11-09,31,t,20148168515,0
7150,Özlem İrem,KİBAR,özlem irem.kibar68@gmail.com,5324316233,1993-02-19,28,f,40529458352,0
7151,Aliekber,ÖZDEMİR,aliekber.özdemir47@gmail.com,5368452298,1988-01-17,24,t,99102773557,0
7152,Duygu,AŞIKOĞLU,duygu.aşıkoğlu60@gmail.com,5503601573,1985-05-04,34,f,44066882112,0
7153,Faruk,AÇMALI,faruk.açmalı23@gmail.com,5365956495,1996-05-03,78,t,67586918013,0
7154,Mehmet Berkan,BİCEROGLU,mehmet berkan.biceroglu53@gmail.com,5413046633,1994-01-01,35,t,44467820093,0
7157,Ozan,YILDIRIM,ozan.yıldırım44@gmail.com,5496155107,1983-01-25,34,t,96253921376,0
7159,Bekir,UÇURUM,bekir.uçurum25@gmail.com,5478737613,1990-03-03,34,t,20958991806,0
7163,Ayşe,DÖNMEZ,ayşe.dönmez78@gmail.com,5346337807,1989-07-02,34,f,35713383797,0
7164,İbrahim Ethem,AFACAN,ibrahim ethem.afacan91@gmail.com,5524032423,1988-08-05,10,t,13847470847,0
7165,Pınar,ACAR ÜZELYAŞADIR,pınar.acar üzelyaşadır45@gmail.com,5563711491,1990-04-27,24,f,52590905109,0
7166,Büşra,OBUZ,büşra.obuz21@gmail.com,5442105898,2001-09-17,34,f,34354965429,0
7168,Burcu Hazal,BAYDUR,burcu hazal.baydur31@gmail.com,5377435219,1984-01-13,34,f,42700926490,0
7169,Recep Hakan,DÖNMEZ,recep hakan.dönmez84@gmail.com,5333836210,1997-01-22,24,t,25500868867,0
7170,Ayşe,DEMİR,ayşe.demir75@gmail.com,5392260822,1999-05-28,53,f,56393111078,0
7171,Onur,AYSEL,onur.aysel71@gmail.com,5546620945,1997-12-20,16,t,70268103766,0
7172,Oğuzhan,İLHAN,oğuzhan.ilhan67@gmail.com,5594967396,1993-12-23,58,t,73936315724,0
7173,Emine,DEMİR,emine.demir51@gmail.com,5505060815,1983-08-01,34,f,56652618893,0
7174,Dilan,APATAY,dilan.apatay59@gmail.com,5472717718,1995-10-23,6,f,79492844629,0
7176,Halit,AHBAB,halit.ahbab66@gmail.com,5526211726,1982-10-06,34,t,95566740646,0
7177,Ömür Yalçın,MUTLU,ömür yalçın.mutlu94@gmail.com,5322086649,1993-11-19,35,t,19569365165,0
7178,Emre,BOZKURT,emre.bozkurt96@gmail.com,5575836562,1997-06-04,6,t,95622738928,1
7179,Hüseyin,TAŞKIRAN,hüseyin.taşkıran75@gmail.com,5458586517,2002-05-05,34,t,31724517619,0
7180,Fatma,AR BOZTAŞ,fatma.ar boztaş71@gmail.com,5581542355,1992-06-10,28,f,21961265870,0
7181,İlker,BOZTAŞ,ilker.boztaş52@gmail.com,5573121221,1996-11-13,34,t,47405173004,0
7183,Pelin,MUTLU EKİNCİ,pelin.mutlu ekinci12@gmail.com,5352966933,1991-01-01,34,f,36335612833,0
7184,Fatma,ERGÜN,fatma.ergün43@gmail.com,5469040382,1985-12-18,34,f,97385974080,0
7185,Merkut,ODEMİS,merkut.odemis17@gmail.com,5456477641,2003-02-03,6,f,37832544023,7
7186,Şeyda,OĞUZ,şeyda.oğuz22@gmail.com,5323134325,1999-09-25,24,f,19269159372,0
7187,Yavuz Selim,ŞENGÜN,yavuz selim.şengün49@gmail.com,5342123140,1981-05-15,28,t,98733086885,0
7188,Nazlı,DERVENT,nazlı.dervent60@gmail.com,5555444170,2000-12-28,45,f,38515606437,0
7189,Derya,ŞEN,derya.şen51@gmail.com,5303896233,2003-11-26,34,f,47005948938,0
7192,Demet,YILDIZ,demet.yıldız46@gmail.com,5537496739,1988-02-26,55,f,67214781234,0
7193,Ecem Gökçe,CANDAN,ecem gökçe.candan94@gmail.com,5436749937,1988-10-14,16,f,85305167839,7
