id,ders_tderslerid,ogrenci_tkullanicilarid,vize,final,harf,DersID,bolum_tbolumlerid,adi_x,teori,uygulama,akts,KullaniciID,adi_y,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
290,96,5405,88.0,44.0,,96,75,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5405,Sılanur,AĞ,sılanur.ağ88@gmail.com,5514455919,1999-05-03,7,False,19325787007,0
291,148,5405,56.0,67.0,,148,75,İngilizce,4,0,4,5405,Sılanur,AĞ,sılanur.ağ88@gmail.com,5514455919,1999-05-03,7,False,19325787007,0
292,64,3745,97.0,66.0,,64,290,Türk Dili,4,0,4,3745,Ahmet,ÖZTÜRK,ahmet.öztürk70@gmail.com,5425356244,1980-09-17,34,True,63985639069,0
293,116,3745,25.0,96.0,,116,290,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,3745,Ahmet,ÖZTÜRK,ahmet.öztürk70@gmail.com,5425356244,1980-09-17,34,True,63985639069,0
294,168,3745,57.0,27.0,,168,290,İngilizce,4,0,4,3745,Ahmet,ÖZTÜRK,ahmet.öztürk70@gmail.com,5425356244,1980-09-17,34,True,63985639069,0
295,65,9078,48.0,19.0,,65,291,Türk Dili,4,0,4,9078,Muhammet Fatih,YÜKSEL,muhammet fatih.yüksel29@gmail.com,5505110941,1987-10-13,34,True,19955099191,0
296,117,9078,18.0,6.0,,117,291,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9078,Muhammet Fatih,YÜKSEL,muhammet fatih.yüksel29@gmail.com,5505110941,1987-10-13,34,True,19955099191,0
297,169,9078,30.0,30.0,,169,291,İngilizce,4,0,4,9078,Muhammet Fatih,YÜKSEL,muhammet fatih.yüksel29@gmail.com,5505110941,1987-10-13,34,True,19955099191,0
298,49,7766,71.0,80.0,,49,103,Türk Dili,4,0,4,7766,Melike,BÜYÜKHAMURKAR,melike.büyükhamurkar20@gmail.com,5446461789,1996-01-04,34,False,32809945620,0
299,101,7766,45.0,50.0,,101,103,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7766,Melike,BÜYÜKHAMURKAR,melike.büyükhamurkar20@gmail.com,5446461789,1996-01-04,34,False,32809945620,0
300,153,7766,86.0,47.0,,153,103,İngilizce,4,0,4,7766,Melike,BÜYÜKHAMURKAR,melike.büyükhamurkar20@gmail.com,5446461789,1996-01-04,34,False,32809945620,0
301,48,9071,29.0,27.0,,48,80,Türk Dili,4,0,4,9071,Özlem,ÇORUMLU,özlem.çorumlu21@gmail.com,5431018824,1997-07-16,19,False,72959817171,1
302,100,9071,81.0,87.0,,100,80,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9071,Özlem,ÇORUMLU,özlem.çorumlu21@gmail.com,5431018824,1997-07-16,19,False,72959817171,1
303,152,9071,37.0,78.0,,152,80,İngilizce,4,0,4,9071,Özlem,ÇORUMLU,özlem.çorumlu21@gmail.com,5431018824,1997-07-16,19,False,72959817171,1
304,65,8454,23.0,38.0,,65,291,Türk Dili,4,0,4,8454,Uğur,TAŞKİT,uğur.taşkit83@gmail.com,5466632177,1995-08-05,47,True,38312250923,0
305,117,8454,6.0,98.0,,117,291,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8454,Uğur,TAŞKİT,uğur.taşkit83@gmail.com,5466632177,1995-08-05,47,True,38312250923,0
306,169,8454,50.0,19.0,,169,291,İngilizce,4,0,4,8454,Uğur,TAŞKİT,uğur.taşkit83@gmail.com,5466632177,1995-08-05,47,True,38312250923,0
307,24,5500,9.0,96.0,,24,10,Türk Dili,4,0,4,5500,Özlem,BİLGEN,özlem.bilgen16@gmail.com,5353415393,1986-09-10,16,False,93683823478,0
308,76,5500,84.0,23.0,,76,10,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5500,Özlem,BİLGEN,özlem.bilgen16@gmail.com,5353415393,1986-09-10,16,False,93683823478,0
309,128,5500,65.0,76.0,,128,10,İngilizce,4,0,4,5500,Özlem,BİLGEN,özlem.bilgen16@gmail.com,5353415393,1986-09-10,16,False,93683823478,0
310,37,6639,1.0,57.0,,37,27,Türk Dili,4,0,4,6639,Elçin,ÖDEMİŞ,elçin.ödemiş28@gmail.com,5403634826,1993-04-22,40,False,60987560619,0
311,89,6639,6.0,17.0,,89,27,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6639,Elçin,ÖDEMİŞ,elçin.ödemiş28@gmail.com,5403634826,1993-04-22,40,False,60987560619,0
312,141,6639,47.0,73.0,,141,27,İngilizce,4,0,4,6639,Elçin,ÖDEMİŞ,elçin.ödemiş28@gmail.com,5403634826,1993-04-22,40,False,60987560619,0
313,37,4975,56.0,23.0,,37,27,Türk Dili,4,0,4,4975,Serap,ERTEM,serap.ertem48@gmail.com,5384965158,1983-02-10,34,False,72208021953,0
314,89,4975,56.0,21.0,,89,27,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4975,Serap,ERTEM,serap.ertem48@gmail.com,5384965158,1983-02-10,34,False,72208021953,0
315,141,4975,8.0,59.0,,141,27,İngilizce,4,0,4,4975,Serap,ERTEM,serap.ertem48@gmail.com,5384965158,1983-02-10,34,False,72208021953,0
316,28,5014,5.0,89.0,,28,14,Türk Dili,4,0,4,5014,Hakan,AKBULUT,hakan.akbulut17@gmail.com,5394773569,1991-05-22,42,True,41433976179,8
317,80,5014,64.0,39.0,,80,14,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5014,Hakan,AKBULUT,hakan.akbulut17@gmail.com,5394773569,1991-05-22,42,True,41433976179,8
318,132,5014,5.0,11.0,,132,14,İngilizce,4,0,4,5014,Hakan,AKBULUT,hakan.akbulut17@gmail.com,5394773569,1991-05-22,42,True,41433976179,8
319,58,7001,57.0,16.0,,58,184,Türk Dili,4,0,4,7001,FATMA NUR,OKAN,fatma nur.okan91@gmail.com,5557679614,1999-11-06,34,False,13188256261,7
320,110,7001,82.0,64.0,,110,184,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7001,FATMA NUR,OKAN,fatma nur.okan91@gmail.com,5557679614,1999-11-06,34,False,13188256261,7
321,162,7001,82.0,80.0,,162,184,İngilizce,4,0,4,7001,FATMA NUR,OKAN,fatma nur.okan91@gmail.com,5557679614,1999-11-06,34,False,13188256261,7
322,64,7713,14.0,100.0,,64,290,Türk Dili,4,0,4,7713,CENGİZ,GENÇ,cengiz.genç10@gmail.com,5536320103,1986-05-16,6,True,37510063618,7
323,116,7713,76.0,78.0,,116,290,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7713,CENGİZ,GENÇ,cengiz.genç10@gmail.com,5536320103,1986-05-16,6,True,37510063618,7
324,168,7713,80.0,8.0,,168,290,İngilizce,4,0,4,7713,CENGİZ,GENÇ,cengiz.genç10@gmail.com,5536320103,1986-05-16,6,True,37510063618,7
325,45,8637,70.0,64.0,,45,76,Türk Dili,4,0,4,8637,Eda,GEZMEK,eda.gezmek62@gmail.com,5304613190,1983-04-21,34,False,85115812136,0
326,97,8637,71.0,11.0,,97,76,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8637,Eda,GEZMEK,eda.gezmek62@gmail.com,5304613190,1983-04-21,34,False,85115812136,0
327,149,8637,44.0,8.0,,149,76,İngilizce,4,0,4,8637,Eda,GEZMEK,eda.gezmek62@gmail.com,5304613190,1983-04-21,34,False,85115812136,0
328,29,4812,61.0,15.0,,29,15,Türk Dili,4,0,4,4812,CEYHUN,DİNLER,ceyhun.dinler44@gmail.com,5482347957,2002-04-06,25,True,53276218803,0
329,81,4812,53.0,32.0,,81,15,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4812,CEYHUN,DİNLER,ceyhun.dinler44@gmail.com,5482347957,2002-04-06,25,True,53276218803,0
330,133,4812,34.0,60.0,,133,15,İngilizce,4,0,4,4812,CEYHUN,DİNLER,ceyhun.dinler44@gmail.com,5482347957,2002-04-06,25,True,53276218803,0
331,26,6282,90.0,47.0,,26,12,Türk Dili,4,0,4,6282,Namig,ÇEBİ,namig.çebi72@gmail.com,5383247863,1995-01-14,34,True,10969797362,0
332,78,6282,44.0,37.0,,78,12,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6282,Namig,ÇEBİ,namig.çebi72@gmail.com,5383247863,1995-01-14,34,True,10969797362,0
333,130,6282,59.0,15.0,,130,12,İngilizce,4,0,4,6282,Namig,ÇEBİ,namig.çebi72@gmail.com,5383247863,1995-01-14,34,True,10969797362,0
334,49,2224,62.0,54.0,,49,103,Türk Dili,4,0,4,2224,Hamdullah,ESEN,hamdullah.esen80@gmail.com,5335092115,1992-06-21,65,True,14810634853,1
335,101,2224,48.0,71.0,,101,103,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2224,Hamdullah,ESEN,hamdullah.esen80@gmail.com,5335092115,1992-06-21,65,True,14810634853,1
336,153,2224,49.0,89.0,,153,103,İngilizce,4,0,4,2224,Hamdullah,ESEN,hamdullah.esen80@gmail.com,5335092115,1992-06-21,65,True,14810634853,1
337,65,5441,39.0,48.0,,65,291,Türk Dili,4,0,4,5441,Macide,CEBECİ,macide.cebeci80@gmail.com,5511476868,1985-01-04,31,False,30492048193,0
338,117,5441,6.0,89.0,,117,291,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5441,Macide,CEBECİ,macide.cebeci80@gmail.com,5511476868,1985-01-04,31,False,30492048193,0
339,169,5441,42.0,53.0,,169,291,İngilizce,4,0,4,5441,Macide,CEBECİ,macide.cebeci80@gmail.com,5511476868,1985-01-04,31,False,30492048193,0
340,55,9121,11.0,69.0,,55,181,Türk Dili,4,0,4,9121,Feridun,AKKAYA,feridun.akkaya49@gmail.com,5578199227,2000-11-09,18,True,67575267921,0
341,107,9121,61.0,31.0,,107,181,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9121,Feridun,AKKAYA,feridun.akkaya49@gmail.com,5578199227,2000-11-09,18,True,67575267921,0
342,159,9121,16.0,85.0,,159,181,İngilizce,4,0,4,9121,Feridun,AKKAYA,feridun.akkaya49@gmail.com,5578199227,2000-11-09,18,True,67575267921,0
343,35,6890,52.0,69.0,,35,21,Türk Dili,4,0,4,6890,MİNE,Y,mine.y38@gmail.com,5547223211,1989-04-19,34,False,20533884967,1
344,87,6890,99.0,87.0,,87,21,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6890,MİNE,Y,mine.y38@gmail.com,5547223211,1989-04-19,34,False,20533884967,1
345,139,6890,76.0,55.0,,139,21,İngilizce,4,0,4,6890,MİNE,Y,mine.y38@gmail.com,5547223211,1989-04-19,34,False,20533884967,1
346,34,4732,93.0,82.0,,34,20,Türk Dili,4,0,4,4732,Ahmet Kamil,ÖNER,ahmet kamil.öner18@gmail.com,5344568414,1980-03-21,16,True,89238559848,0
347,86,4732,53.0,31.0,,86,20,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4732,Ahmet Kamil,ÖNER,ahmet kamil.öner18@gmail.com,5344568414,1980-03-21,16,True,89238559848,0
348,138,4732,38.0,58.0,,138,20,İngilizce,4,0,4,4732,Ahmet Kamil,ÖNER,ahmet kamil.öner18@gmail.com,5344568414,1980-03-21,16,True,89238559848,0
349,51,5960,58.0,34.0,,51,108,Türk Dili,4,0,4,5960,Orhan,ERSOY,orhan.ersoy92@gmail.com,5301490150,1986-11-21,55,True,46712670000,0
350,103,5960,18.0,59.0,,103,108,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5960,Orhan,ERSOY,orhan.ersoy92@gmail.com,5301490150,1986-11-21,55,True,46712670000,0
351,155,5960,21.0,64.0,,155,108,İngilizce,4,0,4,5960,Orhan,ERSOY,orhan.ersoy92@gmail.com,5301490150,1986-11-21,55,True,46712670000,0
352,65,6469,21.0,28.0,,65,291,Türk Dili,4,0,4,6469,Tarık,HOUSSEİN AHMED,tarık.houssein ahmed48@gmail.com,5365736305,1993-06-27,75,True,35612338568,0
353,117,6469,72.0,5.0,,117,291,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6469,Tarık,HOUSSEİN AHMED,tarık.houssein ahmed48@gmail.com,5365736305,1993-06-27,75,True,35612338568,0
354,169,6469,43.0,37.0,,169,291,İngilizce,4,0,4,6469,Tarık,HOUSSEİN AHMED,tarık.houssein ahmed48@gmail.com,5365736305,1993-06-27,75,True,35612338568,0
355,42,5569,49.0,52.0,,42,55,Türk Dili,4,0,4,5569,Şura,FEEHLY,şura.feehly40@gmail.com,5512850213,2001-12-25,21,False,67363513920,0
356,94,5569,69.0,42.0,,94,55,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5569,Şura,FEEHLY,şura.feehly40@gmail.com,5512850213,2001-12-25,21,False,67363513920,0
357,146,5569,5.0,35.0,,146,55,İngilizce,4,0,4,5569,Şura,FEEHLY,şura.feehly40@gmail.com,5512850213,2001-12-25,21,False,67363513920,0
358,24,5225,22.0,31.0,,24,10,Türk Dili,4,0,4,5225,Orçun,ÖZER,orçun.özer67@gmail.com,5375080915,2002-09-21,34,True,34943049486,0
359,76,5225,70.0,39.0,,76,10,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5225,Orçun,ÖZER,orçun.özer67@gmail.com,5375080915,2002-09-21,34,True,34943049486,0
360,128,5225,5.0,94.0,,128,10,İngilizce,4,0,4,5225,Orçun,ÖZER,orçun.özer67@gmail.com,5375080915,2002-09-21,34,True,34943049486,0
361,50,8119,89.0,92.0,,50,107,Türk Dili,4,0,4,8119,Olgaç Arda,DÖNMEZ,olgaç arda.dönmez59@gmail.com,5551678668,1985-10-19,34,True,99684830981,0
362,102,8119,44.0,27.0,,102,107,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8119,Olgaç Arda,DÖNMEZ,olgaç arda.dönmez59@gmail.com,5551678668,1985-10-19,34,True,99684830981,0
363,154,8119,13.0,37.0,,154,107,İngilizce,4,0,4,8119,Olgaç Arda,DÖNMEZ,olgaç arda.dönmez59@gmail.com,5551678668,1985-10-19,34,True,99684830981,0
364,34,8567,4.0,31.0,,34,20,Türk Dili,4,0,4,8567,Ayça,UĞUR,ayça.uğur84@gmail.com,5351652606,1995-11-15,34,False,38088675434,0
365,86,8567,24.0,55.0,,86,20,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8567,Ayça,UĞUR,ayça.uğur84@gmail.com,5351652606,1995-11-15,34,False,38088675434,0
366,138,8567,61.0,97.0,,138,20,İngilizce,4,0,4,8567,Ayça,UĞUR,ayça.uğur84@gmail.com,5351652606,1995-11-15,34,False,38088675434,0
367,38,5688,54.0,40.0,,38,28,Türk Dili,4,0,4,5688,Tolga,ÇAĞLAYAN,tolga.çağlayan16@gmail.com,5472668152,1985-06-12,35,True,85319791667,0
368,90,5688,99.0,83.0,,90,28,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5688,Tolga,ÇAĞLAYAN,tolga.çağlayan16@gmail.com,5472668152,1985-06-12,35,True,85319791667,0
369,142,5688,20.0,50.0,,142,28,İngilizce,4,0,4,5688,Tolga,ÇAĞLAYAN,tolga.çağlayan16@gmail.com,5472668152,1985-06-12,35,True,85319791667,0
370,26,8086,72.0,66.0,,26,12,Türk Dili,4,0,4,8086,Sevilay,YILDIZ,sevilay.yıldız43@gmail.com,5464417274,2003-08-09,61,False,81155073324,0
371,78,8086,42.0,59.0,,78,12,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8086,Sevilay,YILDIZ,sevilay.yıldız43@gmail.com,5464417274,2003-08-09,61,False,81155073324,0
372,130,8086,68.0,80.0,,130,12,İngilizce,4,0,4,8086,Sevilay,YILDIZ,sevilay.yıldız43@gmail.com,5464417274,2003-08-09,61,False,81155073324,0
373,15,5871,16.0,24.0,,15,1,Türk Dili,4,0,4,5871,İrem,ELHAN,irem.elhan97@gmail.com,5503250475,1991-08-13,34,False,80984683008,0
374,67,5871,75.0,25.0,,67,1,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5871,İrem,ELHAN,irem.elhan97@gmail.com,5503250475,1991-08-13,34,False,80984683008,0
375,119,5871,51.0,69.0,,119,1,İngilizce,4,0,4,5871,İrem,ELHAN,irem.elhan97@gmail.com,5503250475,1991-08-13,34,False,80984683008,0
376,58,9008,98.0,82.0,,58,184,Türk Dili,4,0,4,9008,İbrahimcan,HUBAN,ibrahimcan.huban43@gmail.com,5413538252,1999-11-20,34,True,73459455384,7
377,110,9008,20.0,50.0,,110,184,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9008,İbrahimcan,HUBAN,ibrahimcan.huban43@gmail.com,5413538252,1999-11-20,34,True,73459455384,7
378,162,9008,63.0,98.0,,162,184,İngilizce,4,0,4,9008,İbrahimcan,HUBAN,ibrahimcan.huban43@gmail.com,5413538252,1999-11-20,34,True,73459455384,7
379,64,5497,12.0,23.0,,64,290,Türk Dili,4,0,4,5497,Ertan,ÖNER,ertan.öner74@gmail.com,5554543363,1987-08-10,34,False,41415864076,0
380,116,5497,62.0,41.0,,116,290,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5497,Ertan,ÖNER,ertan.öner74@gmail.com,5554543363,1987-08-10,34,False,41415864076,0
381,168,5497,24.0,92.0,,168,290,İngilizce,4,0,4,5497,Ertan,ÖNER,ertan.öner74@gmail.com,5554543363,1987-08-10,34,False,41415864076,0
382,35,6201,20.0,33.0,,35,21,Türk Dili,4,0,4,6201,Emel,VANLI,emel.vanlı37@gmail.com,5328353162,1995-12-15,63,False,89616477825,0
383,87,6201,16.0,40.0,,87,21,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6201,Emel,VANLI,emel.vanlı37@gmail.com,5328353162,1995-12-15,63,False,89616477825,0
384,139,6201,60.0,16.0,,139,21,İngilizce,4,0,4,6201,Emel,VANLI,emel.vanlı37@gmail.com,5328353162,1995-12-15,63,False,89616477825,0
385,36,5663,18.0,69.0,,36,22,Türk Dili,4,0,4,5663,Gulfer,YARKIN,gulfer.yarkın29@gmail.com,5494509329,1999-07-02,34,False,17819871909,0
386,88,5663,26.0,27.0,,88,22,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5663,Gulfer,YARKIN,gulfer.yarkın29@gmail.com,5494509329,1999-07-02,34,False,17819871909,0
387,140,5663,51.0,15.0,,140,22,İngilizce,4,0,4,5663,Gulfer,YARKIN,gulfer.yarkın29@gmail.com,5494509329,1999-07-02,34,False,17819871909,0
388,32,2608,95.0,97.0,,32,18,Türk Dili,4,0,4,2608,Hüseyin,AY,hüseyin.ay91@gmail.com,5385145279,1993-02-06,18,True,94977176923,0
389,84,2608,52.0,15.0,,84,18,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2608,Hüseyin,AY,hüseyin.ay91@gmail.com,5385145279,1993-02-06,18,True,94977176923,0
390,136,2608,46.0,11.0,,136,18,İngilizce,4,0,4,2608,Hüseyin,AY,hüseyin.ay91@gmail.com,5385145279,1993-02-06,18,True,94977176923,0
391,65,7259,98.0,67.0,,65,291,Türk Dili,4,0,4,7259,Mehmet Kadri,TEKİN,mehmet kadri.tekin13@gmail.com,5602409344,1990-11-27,21,True,47709609910,0
392,117,7259,77.0,64.0,,117,291,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7259,Mehmet Kadri,TEKİN,mehmet kadri.tekin13@gmail.com,5602409344,1990-11-27,21,True,47709609910,0
393,169,7259,27.0,25.0,,169,291,İngilizce,4,0,4,7259,Mehmet Kadri,TEKİN,mehmet kadri.tekin13@gmail.com,5602409344,1990-11-27,21,True,47709609910,0
394,24,4873,17.0,61.0,,24,10,Türk Dili,4,0,4,4873,Canan,Y,canan.y23@gmail.com,5305613326,1989-03-07,22,False,87609095478,0
395,76,4873,72.0,23.0,,76,10,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4873,Canan,Y,canan.y23@gmail.com,5305613326,1989-03-07,22,False,87609095478,0
396,128,4873,37.0,5.0,,128,10,İngilizce,4,0,4,4873,Canan,Y,canan.y23@gmail.com,5305613326,1989-03-07,22,False,87609095478,0
397,58,8668,84.0,75.0,,58,184,Türk Dili,4,0,4,8668,Aydın Tolga,ERGUN,aydın tolga.ergun95@gmail.com,5321757739,1991-04-01,34,True,18707184238,7
398,110,8668,8.0,73.0,,110,184,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8668,Aydın Tolga,ERGUN,aydın tolga.ergun95@gmail.com,5321757739,1991-04-01,34,True,18707184238,7
399,162,8668,8.0,20.0,,162,184,İngilizce,4,0,4,8668,Aydın Tolga,ERGUN,aydın tolga.ergun95@gmail.com,5321757739,1991-04-01,34,True,18707184238,7
400,43,7179,68.0,89.0,,43,63,Türk Dili,4,0,4,7179,Hüseyin,TAŞKIRAN,hüseyin.taşkıran75@gmail.com,5458586517,2002-05-05,34,True,31724517619,0
401,95,7179,47.0,51.0,,95,63,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7179,Hüseyin,TAŞKIRAN,hüseyin.taşkıran75@gmail.com,5458586517,2002-05-05,34,True,31724517619,0
402,147,7179,45.0,34.0,,147,63,İngilizce,4,0,4,7179,Hüseyin,TAŞKIRAN,hüseyin.taşkıran75@gmail.com,5458586517,2002-05-05,34,True,31724517619,0
403,19,6985,46.0,28.0,,19,5,Türk Dili,4,0,4,6985,Begüm,ÖNGEL,begüm.öngel66@gmail.com,5385590929,1994-05-15,34,False,56348381359,0
404,71,6985,82.0,77.0,,71,5,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6985,Begüm,ÖNGEL,begüm.öngel66@gmail.com,5385590929,1994-05-15,34,False,56348381359,0
405,123,6985,10.0,95.0,,123,5,İngilizce,4,0,4,6985,Begüm,ÖNGEL,begüm.öngel66@gmail.com,5385590929,1994-05-15,34,False,56348381359,0
406,46,6441,66.0,58.0,,46,77,Türk Dili,4,0,4,6441,Muhammed Recai,Y,muhammed recai.y63@gmail.com,5601365255,1981-08-28,67,True,30652752551,0
407,98,6441,27.0,42.0,,98,77,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6441,Muhammed Recai,Y,muhammed recai.y63@gmail.com,5601365255,1981-08-28,67,True,30652752551,0
408,150,6441,14.0,40.0,,150,77,İngilizce,4,0,4,6441,Muhammed Recai,Y,muhammed recai.y63@gmail.com,5601365255,1981-08-28,67,True,30652752551,0
409,52,9135,100.0,97.0,,52,178,Türk Dili,4,0,4,9135,Zühal,AKGÜN,zühal.akgün34@gmail.com,5323985962,1985-02-26,52,False,80638127468,0
410,104,9135,62.0,33.0,,104,178,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9135,Zühal,AKGÜN,zühal.akgün34@gmail.com,5323985962,1985-02-26,52,False,80638127468,0
411,156,9135,79.0,49.0,,156,178,İngilizce,4,0,4,9135,Zühal,AKGÜN,zühal.akgün34@gmail.com,5323985962,1985-02-26,52,False,80638127468,0
412,28,5121,63.0,50.0,,28,14,Türk Dili,4,0,4,5121,Uğur,YALÇIN,uğur.yalçın28@gmail.com,5538326748,1999-06-22,53,False,49067211785,0
413,80,5121,67.0,6.0,,80,14,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5121,Uğur,YALÇIN,uğur.yalçın28@gmail.com,5538326748,1999-06-22,53,False,49067211785,0
414,132,5121,38.0,81.0,,132,14,İngilizce,4,0,4,5121,Uğur,YALÇIN,uğur.yalçın28@gmail.com,5538326748,1999-06-22,53,False,49067211785,0
415,34,4797,37.0,62.0,,34,20,Türk Dili,4,0,4,4797,Makbule Meziyet,BAYARTAN,makbule meziyet.bayartan22@gmail.com,5505702224,1995-01-15,7,False,26036332297,0
416,86,4797,45.0,19.0,,86,20,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4797,Makbule Meziyet,BAYARTAN,makbule meziyet.bayartan22@gmail.com,5505702224,1995-01-15,7,False,26036332297,0
417,138,4797,59.0,36.0,,138,20,İngilizce,4,0,4,4797,Makbule Meziyet,BAYARTAN,makbule meziyet.bayartan22@gmail.com,5505702224,1995-01-15,7,False,26036332297,0
418,33,8026,9.0,86.0,,33,19,Türk Dili,4,0,4,8026,Duygu,BAYRAKTAR,duygu.bayraktar18@gmail.com,5503055916,2001-11-05,16,False,28713548165,0
419,85,8026,68.0,38.0,,85,19,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8026,Duygu,BAYRAKTAR,duygu.bayraktar18@gmail.com,5503055916,2001-11-05,16,False,28713548165,0
420,137,8026,53.0,50.0,,137,19,İngilizce,4,0,4,8026,Duygu,BAYRAKTAR,duygu.bayraktar18@gmail.com,5503055916,2001-11-05,16,False,28713548165,0
421,47,5516,48.0,74.0,,47,78,Türk Dili,4,0,4,5516,Evrim,Y,evrim.y59@gmail.com,5362725990,1997-06-02,34,False,22777800010,0
422,99,5516,44.0,30.0,,99,78,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5516,Evrim,Y,evrim.y59@gmail.com,5362725990,1997-06-02,34,False,22777800010,0
423,151,5516,22.0,75.0,,151,78,İngilizce,4,0,4,5516,Evrim,Y,evrim.y59@gmail.com,5362725990,1997-06-02,34,False,22777800010,0
424,61,5245,22.0,92.0,,61,187,Türk Dili,4,0,4,5245,Nur,KAVAK,nur.kavak31@gmail.com,5423255127,2000-11-20,34,False,51153838832,0
425,113,5245,11.0,1.0,,113,187,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5245,Nur,KAVAK,nur.kavak31@gmail.com,5423255127,2000-11-20,34,False,51153838832,0
426,165,5245,30.0,75.0,,165,187,İngilizce,4,0,4,5245,Nur,KAVAK,nur.kavak31@gmail.com,5423255127,2000-11-20,34,False,51153838832,0
427,38,8586,15.0,27.0,,38,28,Türk Dili,4,0,4,8586,Raziye,TAKAN,raziye.takan36@gmail.com,5401949479,1991-06-03,7,False,92616838794,0
428,90,8586,65.0,50.0,,90,28,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8586,Raziye,TAKAN,raziye.takan36@gmail.com,5401949479,1991-06-03,7,False,92616838794,0
429,142,8586,53.0,3.0,,142,28,İngilizce,4,0,4,8586,Raziye,TAKAN,raziye.takan36@gmail.com,5401949479,1991-06-03,7,False,92616838794,0
430,53,7185,31.0,92.0,,53,179,Türk Dili,4,0,4,7185,Merkut,ODEMİS,merkut.odemis17@gmail.com,5456477641,2003-02-03,6,False,37832544023,7
431,105,7185,54.0,53.0,,105,179,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7185,Merkut,ODEMİS,merkut.odemis17@gmail.com,5456477641,2003-02-03,6,False,37832544023,7
432,157,7185,3.0,64.0,,157,179,İngilizce,4,0,4,7185,Merkut,ODEMİS,merkut.odemis17@gmail.com,5456477641,2003-02-03,6,False,37832544023,7
433,18,2219,30.0,65.0,,18,4,Türk Dili,4,0,4,2219,Salim,ÇOPUR,salim.çopur28@gmail.com,5467848544,1989-07-17,6,True,36458925642,0
434,70,2219,32.0,16.0,,70,4,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2219,Salim,ÇOPUR,salim.çopur28@gmail.com,5467848544,1989-07-17,6,True,36458925642,0
435,122,2219,62.0,61.0,,122,4,İngilizce,4,0,4,2219,Salim,ÇOPUR,salim.çopur28@gmail.com,5467848544,1989-07-17,6,True,36458925642,0
436,28,6938,94.0,85.0,,28,14,Türk Dili,4,0,4,6938,Zahide,YUSUFOĞLU,zahide.yusufoğlu47@gmail.com,5394966385,1988-02-18,34,False,71435814071,0
